Transaction ID,Date,Day Name,Brand,Units Sold,Price Per Unit,Customer Name,Customer Age,City,Payment Method,Customer Ratings,Mobile Model
2740,11/26/2023,Sunday,Apple,2,55325.87,Pankaj Singh,29,Delhi,Debit Card,5,iPhone 11
2764,12/2/2023,Saturday,Apple,6,45074.59,Anjali Kulkarni,37,Delhi,Credit Card,5,iPhone SE
2824,12/20/2023,Wednesday,Apple,6,41653.82,Harish Mehta,58,Delhi,Cash,5,iPhone SE
2915,1/16/2024,Tuesday,Apple,7,60221.33,Vivek Nair,57,Delhi,Credit Card,5,iPhone SE
2937,1/22/2024,Monday,Apple,9,31745.88,Nikhil Solanki,58,Delhi,Cash,5,iPhone SE
3093,3/8/2024,Friday,Apple,2,69422.45,Vivek Alva,43,Delhi,Cash,5,iPhone 12
3334,5/17/2024,Friday,Apple,5,13454.31,Arun Mehta,34,Delhi,Debit Card,5,iPhone 12
3450,6/19/2024,Wednesday,Apple,6,39923.82,Mala Roy,47,Delhi,Debit Card,5,iPhone 11
3492,6/29/2024,Saturday,Apple,3,66475.49,Deepika Patel,46,Delhi,Cash,5,iPhone SE
3524,7/9/2024,Tuesday,Apple,5,38079.12,Bina Roy,33,Delhi,UPI,5,iPhone SE
3555,7/18/2024,Thursday,Apple,1,10591.64,Lalita Sheth,47,Delhi,Debit Card,5,iPhone 11
3578,7/24/2024,Wednesday,Apple,7,35040.88,Priya Bhattacharya,25,Delhi,Debit Card,5,iPhone 12
3584,7/26/2024,Friday,Apple,9,25384.34,Radha Kaur,45,Delhi,Credit Card,5,iPhone 12
3595,7/29/2024,Monday,Apple,7,44381.68,Kiran Malhotra,39,Delhi,Cash,5,iPhone 12
3603,7/31/2024,Wednesday,Apple,5,47037.46,Anjali Nambiar,37,Delhi,UPI,5,iPhone SE
3623,8/6/2024,Tuesday,Apple,6,31737.73,Priyanka Joshi,29,Delhi,Cash,5,iPhone SE
3642,8/12/2024,Monday,Apple,9,37706.69,Nikhil Chaudhary,55,Delhi,Credit Card,5,iPhone 11
3667,8/19/2024,Monday,Apple,9,62711.03,Umesh Kaur,42,Delhi,Credit Card,5,iPhone 11
3721,9/5/2024,Thursday,Apple,4,40929.85,Deepika Pathak,36,Delhi,UPI,5,iPhone 12
3793,9/27/2024,Friday,Apple,6,18083.23,Anita Shah,23,Delhi,Cash,5,iPhone SE
3803,9/30/2024,Monday,Apple,1,21978.92,Sachin Kaur,20,Delhi,Credit Card,5,iPhone SE
3809,10/1/2024,Tuesday,Apple,3,44016.75,Sunita Roy,28,Delhi,Debit Card,5,iPhone 11
138,11/17/2021,Wednesday,Xiaomi,2,47451.52,Tanuja Mathur,18,Delhi,Credit Card,5,Mi 11
187,11/30/2021,Tuesday,Xiaomi,1,56898.13,Lata Chaudhary,22,Delhi,Credit Card,5,Mi 11
192,12/2/2021,Thursday,Xiaomi,5,42918.06,Sneha Prasad,29,Delhi,Debit Card,5,Redmi Note 10
228,12/13/2021,Monday,Xiaomi,6,25241.86,Ramesh Nambiar,46,Delhi,Credit Card,5,Redmi Note 10
232,12/14/2021,Tuesday,Xiaomi,8,57140.15,Bhavana Jain,49,Delhi,Cash,5,Redmi 9
234,12/14/2021,Tuesday,Xiaomi,7,59020.03,Manoj Siddiqui,18,Delhi,Credit Card,5,Redmi 9
285,12/28/2021,Tuesday,Xiaomi,3,25840.77,Monika Sharma,30,Delhi,UPI,5,Mi 11
343,1/13/2022,Thursday,Xiaomi,4,41149.78,Pooja Joshi,30,Delhi,UPI,5,Mi 11
360,1/18/2022,Tuesday,Xiaomi,7,11452.36,Bhavana Desai,53,Delhi,UPI,5,Redmi Note 10
385,1/24/2022,Monday,Xiaomi,6,40968.09,Sumit Siddiqui,44,Delhi,Credit Card,5,Redmi Note 10
456,2/13/2022,Sunday,Xiaomi,9,52987.18,Vijay Varma,51,Delhi,Cash,5,Redmi Note 10
467,2/16/2022,Wednesday,Xiaomi,4,22763.62,Kavita Gupta,44,Delhi,UPI,5,Mi 11
473,2/17/2022,Thursday,Xiaomi,3,40381.03,Shruti Chaudhary,57,Delhi,UPI,5,Redmi Note 10
485,2/21/2022,Monday,Xiaomi,5,67696.12,Ramesh Solanki,41,Delhi,Debit Card,5,Mi 11
536,3/9/2022,Wednesday,Xiaomi,7,27560.29,Anita Patel,27,Delhi,Debit Card,5,Mi 11
621,4/2/2022,Saturday,Xiaomi,1,51126.43,Sanjay Jain,26,Delhi,Debit Card,5,Mi 11
622,4/2/2022,Saturday,Xiaomi,1,56740.32,Rajesh Chatterjee,41,Delhi,Cash,5,Redmi 9
681,4/21/2022,Thursday,Xiaomi,5,10951.21,Mala Goyal,52,Delhi,Credit Card,5,Redmi Note 10
740,5/8/2022,Sunday,Xiaomi,2,60424.02,Pooja Arora,21,Delhi,Credit Card,5,Redmi Note 10
744,5/9/2022,Monday,Xiaomi,8,61475.02,Kunal Deshmukh,57,Delhi,UPI,5,Redmi 9
762,5/15/2022,Sunday,Xiaomi,2,33518.06,Rohan Singh,59,Delhi,Cash,5,Mi 11
773,5/18/2022,Wednesday,Xiaomi,5,58039.84,Rohan Sheth,24,Delhi,Cash,5,Mi 11
776,5/19/2022,Thursday,Xiaomi,9,29101.12,Ravi Bhattacharya,29,Delhi,Cash,5,Mi 11
898,6/23/2022,Thursday,Xiaomi,7,48007.85,Sachin Rao,19,Delhi,UPI,5,Redmi Note 10
935,7/3/2022,Sunday,Xiaomi,8,68914.32,Navin Kapoor,56,Delhi,Debit Card,5,Mi 11
987,7/17/2022,Sunday,Xiaomi,3,34092.5,Bhavana Rathod,40,Delhi,Credit Card,5,Mi 11
1092,8/16/2022,Tuesday,Xiaomi,9,57633.6,Amit Das,43,Delhi,Cash,5,Mi 11
1104,8/20/2022,Saturday,Xiaomi,1,43669.07,Amit Prasad,38,Delhi,UPI,5,Mi 11
1107,8/21/2022,Sunday,Xiaomi,8,18012.59,Gita Bhattacharya,21,Delhi,Credit Card,5,Redmi 9
1149,9/2/2022,Friday,Xiaomi,6,21881.86,Ravi Teja,54,Delhi,UPI,5,Redmi 9
1194,9/14/2022,Wednesday,Xiaomi,2,19786.88,Krishna Mehta,28,Delhi,Debit Card,5,Mi 11
1250,9/30/2022,Friday,Xiaomi,1,18466.58,Kavita Ahuja,35,Delhi,Debit Card,5,Redmi 9
1253,10/1/2022,Saturday,Xiaomi,4,23545.78,Radha Ghosh,55,Delhi,Credit Card,5,Redmi Note 10
1324,10/21/2022,Friday,Xiaomi,9,60048.32,Monika Thakur,46,Delhi,Credit Card,5,Redmi 9
1356,10/30/2022,Sunday,Xiaomi,4,59780.12,Lata Patel,58,Delhi,Debit Card,5,Mi 11
1391,11/10/2022,Thursday,Xiaomi,7,54753.54,Umesh Teja,53,Delhi,UPI,5,Redmi Note 10
1406,11/14/2022,Monday,Xiaomi,7,39832.14,Rajesh Nambiar,30,Delhi,UPI,5,Mi 11
1427,11/19/2022,Saturday,Xiaomi,5,64712.35,Radha Kulkarni,43,Delhi,UPI,5,Mi 11
1434,11/21/2022,Monday,Xiaomi,1,55533.33,Kiran Solanki,33,Delhi,Credit Card,5,Mi 11
1448,11/25/2022,Friday,Xiaomi,8,50626.38,Rajesh Verma,20,Delhi,Cash,5,Mi 11
1465,11/30/2022,Wednesday,Xiaomi,8,66468.14,Kavita Teja,39,Delhi,UPI,5,Redmi 9
1508,12/12/2022,Monday,Xiaomi,1,20598.58,Neeta Menon,33,Delhi,UPI,5,Mi 11
1513,12/13/2022,Tuesday,Xiaomi,4,59017.46,Vijay Das,25,Delhi,Cash,5,Redmi Note 10
1523,12/16/2022,Friday,Xiaomi,9,67577.57,Anita Dutta,28,Delhi,Credit Card,5,Redmi Note 10
1556,12/25/2022,Sunday,Xiaomi,7,11118.8,Rohan Sheth,25,Delhi,UPI,5,Redmi 9
1646,1/20/2023,Friday,Xiaomi,4,12055.67,Harish Mishra,40,Delhi,Cash,5,Redmi 9
1753,2/20/2023,Monday,Xiaomi,4,58718.89,Harish Goyal,34,Delhi,Debit Card,5,Mi 11
1761,2/22/2023,Wednesday,Xiaomi,3,16815.24,Arun Kaur,43,Delhi,Cash,5,Redmi Note 10
1779,2/27/2023,Monday,Xiaomi,9,23127.66,Arun Desai,28,Delhi,Credit Card,5,Mi 11
1854,3/20/2023,Monday,Xiaomi,7,66301.7,Vinod Prasad,43,Delhi,Cash,5,Redmi Note 10
1898,4/2/2023,Sunday,Xiaomi,4,10355.69,Shruti Chaudhary,23,Delhi,Debit Card,5,Mi 11
1900,4/2/2023,Sunday,Xiaomi,6,60844.37,Isha Thakur,52,Delhi,Debit Card,5,Mi 11
1901,4/3/2023,Monday,Xiaomi,9,31413.99,Harish Pillai,25,Delhi,Debit Card,5,Redmi Note 10
1923,4/9/2023,Sunday,Xiaomi,5,33913.96,Sanjay Ghosh,53,Delhi,UPI,5,Mi 11
2004,5/1/2023,Monday,Xiaomi,8,24654.02,Arun Goyal,38,Delhi,Cash,5,Mi 11
2238,7/6/2023,Thursday,Xiaomi,7,57179.31,Namita Malhotra,19,Delhi,Debit Card,5,Redmi 9
2271,7/15/2023,Saturday,Xiaomi,8,15309.21,Sunil Jain,47,Delhi,UPI,5,Redmi 9
2300,7/24/2023,Monday,Xiaomi,5,20695.01,Anjali Jain,58,Delhi,Credit Card,5,Redmi 9
2350,8/7/2023,Monday,Xiaomi,5,65357.39,Krishna Rawat,46,Delhi,UPI,5,Redmi Note 10
2459,9/6/2023,Wednesday,Xiaomi,3,10162.07,Pooja Kaur,41,Delhi,UPI,5,Mi 11
2506,9/19/2023,Tuesday,Xiaomi,5,23541.68,Ravi Prasad,41,Delhi,UPI,5,Mi 11
2522,9/24/2023,Sunday,Xiaomi,3,15880.32,Ramesh Mishra,49,Delhi,Debit Card,5,Redmi Note 10
2537,9/28/2023,Thursday,Xiaomi,1,52594.3,Kavita Kaur,27,Delhi,Credit Card,5,Mi 11
2545,9/30/2023,Saturday,Xiaomi,5,22386.71,Harish Sharma,47,Delhi,Credit Card,5,Redmi 9
2565,10/6/2023,Friday,Xiaomi,6,53611.81,Ravi Prasad,48,Delhi,Credit Card,5,Redmi 9
2566,10/6/2023,Friday,Xiaomi,7,52471.73,Reena Dutta,19,Delhi,Cash,5,Mi 11
2647,10/30/2023,Monday,Xiaomi,7,35499.71,Ramesh Joshi,51,Delhi,Debit Card,5,Redmi Note 10
2664,11/3/2023,Friday,Xiaomi,7,49589.25,Kiran Mathur,51,Delhi,Cash,5,Redmi 9
2840,12/25/2023,Monday,Xiaomi,4,12070.23,Kiran Joshi,45,Delhi,Cash,5,Mi 11
3153,3/25/2024,Monday,Xiaomi,2,34655.29,Aditya Jain,41,Delhi,UPI,5,Redmi 9
3177,4/1/2024,Monday,Xiaomi,6,67718.66,Reena Deshmukh,48,Delhi,Credit Card,5,Redmi Note 10
3210,4/11/2024,Thursday,Xiaomi,7,35144.48,Pankaj Sheth,51,Delhi,Credit Card,5,Redmi 9
3259,4/25/2024,Thursday,Xiaomi,3,19841.84,Kiran Gupta,34,Delhi,UPI,5,Redmi Note 10
3306,5/8/2024,Wednesday,Xiaomi,2,12276.3,Sanjay Jain,33,Delhi,Cash,5,Mi 11
3478,6/26/2024,Wednesday,Xiaomi,2,53152.69,Rajesh Kapoor,26,Delhi,Credit Card,5,Mi 11
3496,6/30/2024,Sunday,Xiaomi,9,17593.73,Sanjay Ghosh,19,Delhi,Debit Card,5,Redmi Note 10
3542,7/14/2024,Sunday,Xiaomi,9,25092.73,Sneha Arora,25,Delhi,Cash,5,Mi 11
3579,7/25/2024,Thursday,Xiaomi,5,67771.74,Vivek Pathak,20,Delhi,Credit Card,5,Redmi 9
3605,8/1/2024,Thursday,Xiaomi,5,28262.07,Anita Luthra,40,Delhi,UPI,5,Redmi Note 10
3653,8/15/2024,Thursday,Xiaomi,3,10892.14,Meena Sheth,29,Delhi,Debit Card,5,Redmi 9
3661,8/18/2024,Sunday,Xiaomi,6,28513.99,Pooja Deshmukh,59,Delhi,Cash,5,Mi 11
3798,9/28/2024,Saturday,Xiaomi,3,40432.24,Harish Malhotra,20,Delhi,Credit Card,5,Mi 11
39,10/20/2021,Wednesday,OnePlus,8,33285.92,Umesh Goyal,53,Delhi,Debit Card,5,OnePlus 8T
40,10/21/2021,Thursday,OnePlus,2,24537.6,Rajesh Verma,34,Delhi,UPI,5,OnePlus Nord
52,10/24/2021,Sunday,OnePlus,1,10539.92,Yogesh Roy,58,Delhi,UPI,5,OnePlus Nord
89,11/3/2021,Wednesday,OnePlus,5,29613.6,Namita Bhatnagar,44,Delhi,UPI,5,OnePlus Nord
117,11/11/2021,Thursday,OnePlus,6,47437.57,Jyoti Alva,33,Delhi,Credit Card,5,OnePlus Nord
154,11/21/2021,Sunday,OnePlus,6,18084.84,Monika Ahuja,43,Delhi,UPI,5,OnePlus 8T
157,11/22/2021,Monday,OnePlus,8,38679.97,Pooja Dutta,42,Delhi,Cash,5,OnePlus Nord
171,11/26/2021,Friday,OnePlus,7,25905.35,Sanjay Bhattacharya,46,Delhi,Cash,5,OnePlus 9
205,12/5/2021,Sunday,OnePlus,7,27081.27,Kiran Mathur,38,Delhi,Credit Card,5,OnePlus Nord
254,12/20/2021,Monday,OnePlus,6,16273.77,Priya Teja,44,Delhi,UPI,5,OnePlus 9
277,12/26/2021,Sunday,OnePlus,2,14318.85,Pooja Solanki,59,Delhi,Debit Card,5,OnePlus 9
304,1/3/2022,Monday,OnePlus,4,21303.1,Rajesh Kapoor,18,Delhi,Credit Card,5,OnePlus Nord
330,1/10/2022,Monday,OnePlus,8,53003.12,Reena Das,55,Delhi,UPI,5,OnePlus Nord
440,2/8/2022,Tuesday,OnePlus,3,59980.37,Sunita Roy,19,Delhi,Cash,5,OnePlus Nord
503,2/27/2022,Sunday,OnePlus,2,33049.65,Pooja Patel,55,Delhi,UPI,5,OnePlus Nord
634,4/6/2022,Wednesday,OnePlus,9,60509.52,Rajesh Pathak,37,Delhi,Credit Card,5,OnePlus 8T
657,4/13/2022,Wednesday,OnePlus,3,39954.57,Sachin Arora,55,Delhi,UPI,5,OnePlus 8T
664,4/16/2022,Saturday,OnePlus,6,18491.27,Amit Teja,53,Delhi,Debit Card,5,OnePlus 8T
672,4/18/2022,Monday,OnePlus,8,52675.95,Sunil Singh,26,Delhi,Credit Card,5,OnePlus Nord
707,4/28/2022,Thursday,OnePlus,4,62476.35,Priyanka Goyal,57,Delhi,Credit Card,5,OnePlus Nord
781,5/20/2022,Friday,OnePlus,9,60664.14,Arun Chaudhary,34,Delhi,UPI,5,OnePlus Nord
800,5/26/2022,Thursday,OnePlus,2,36211.6,Jyoti Bhattacharya,43,Delhi,UPI,5,OnePlus Nord
895,6/22/2022,Wednesday,OnePlus,2,12253.14,Vivek Bhatnagar,53,Delhi,Cash,5,OnePlus Nord
922,6/30/2022,Thursday,OnePlus,2,30743.82,Manoj Jain,38,Delhi,Debit Card,5,OnePlus Nord
951,7/8/2022,Friday,OnePlus,7,26231.31,Neeta Malhotra,58,Delhi,UPI,5,OnePlus Nord
1004,7/22/2022,Friday,OnePlus,7,32692.41,Krishna Patel,45,Delhi,Debit Card,5,OnePlus Nord
1013,7/25/2022,Monday,OnePlus,2,37416.33,Bina Siddiqui,28,Delhi,Credit Card,5,OnePlus 8T
1041,8/2/2022,Tuesday,OnePlus,5,22559.31,Prashant Sharma,51,Delhi,Credit Card,5,OnePlus 9
1072,8/11/2022,Thursday,OnePlus,9,24853.87,Tapan Varma,48,Delhi,Credit Card,5,OnePlus Nord
1086,8/15/2022,Monday,OnePlus,4,38963.7,Sunita Teja,38,Delhi,Debit Card,5,OnePlus 9
1163,9/6/2022,Tuesday,OnePlus,1,18110.98,Rajesh Kulkarni,43,Delhi,UPI,5,OnePlus 8T
1183,9/11/2022,Sunday,OnePlus,3,68859.18,Lalita Siddiqui,51,Delhi,Debit Card,5,OnePlus 9
1206,9/18/2022,Sunday,OnePlus,8,16662.1,Mala Thakur,47,Delhi,Cash,5,OnePlus Nord
1232,9/25/2022,Sunday,OnePlus,8,22610.55,Umesh Dutta,47,Delhi,Debit Card,5,OnePlus 9
1240,9/28/2022,Wednesday,OnePlus,6,38807.57,Prashant Das,50,Delhi,Cash,5,OnePlus Nord
1283,10/10/2022,Monday,OnePlus,7,69155.36,Anita Mehta,44,Delhi,Debit Card,5,OnePlus 9
1329,10/23/2022,Sunday,OnePlus,7,63529.18,Reena Patel,19,Delhi,Debit Card,5,OnePlus Nord
1340,10/26/2022,Wednesday,OnePlus,1,61778.26,Radha Kapoor,49,Delhi,Cash,5,OnePlus 9
1376,11/6/2022,Sunday,OnePlus,7,31382,Lata Rawat,57,Delhi,Credit Card,5,OnePlus 8T
1413,11/16/2022,Wednesday,OnePlus,3,54838.95,Sneha Prasad,52,Delhi,UPI,5,OnePlus Nord
1430,11/20/2022,Sunday,OnePlus,9,60602.4,Pooja Roy,42,Delhi,Debit Card,5,OnePlus 9
1453,11/26/2022,Saturday,OnePlus,8,39400.26,Deepika Reddy,19,Delhi,Cash,5,OnePlus 8T
1488,12/6/2022,Tuesday,OnePlus,8,34838.06,Jyoti Roy,42,Delhi,Credit Card,5,OnePlus 8T
1500,12/10/2022,Saturday,OnePlus,6,33500.54,Deepika Shah,22,Delhi,Credit Card,5,OnePlus 8T
1544,12/22/2022,Thursday,OnePlus,3,20482.52,Anand Kaur,21,Delhi,Debit Card,5,OnePlus 8T
1602,1/7/2023,Saturday,OnePlus,5,38034.48,Tapan Kumar,31,Delhi,Debit Card,5,OnePlus 9
1741,2/16/2023,Thursday,OnePlus,9,42284.05,Kavita Kumar,53,Delhi,UPI,5,OnePlus Nord
1811,3/8/2023,Wednesday,OnePlus,1,57000.2,Pankaj Bhattacharya,48,Delhi,Cash,5,OnePlus 8T
1819,3/10/2023,Friday,OnePlus,8,40721.09,Sumit Mishra,47,Delhi,Debit Card,5,OnePlus 8T
1835,3/15/2023,Wednesday,OnePlus,8,57035.18,Jyoti Iyer,49,Delhi,Credit Card,5,OnePlus Nord
1846,3/18/2023,Saturday,OnePlus,5,65008.39,Vijay Varma,50,Delhi,UPI,5,OnePlus 8T
1924,4/9/2023,Sunday,OnePlus,8,20207.82,Vijay Prasad,40,Delhi,Debit Card,5,OnePlus 8T
2048,5/14/2023,Sunday,OnePlus,2,53106.84,Yogesh Luthra,54,Delhi,Credit Card,5,OnePlus Nord
2097,5/27/2023,Saturday,OnePlus,2,63580.08,Tanuja Roy,42,Delhi,Credit Card,5,OnePlus 9
2126,6/4/2023,Sunday,OnePlus,8,48451.25,Gita Teja,57,Delhi,Debit Card,5,OnePlus 9
2150,6/11/2023,Sunday,OnePlus,1,66079.12,Vivek Jain,38,Delhi,Credit Card,5,OnePlus 9
2158,6/13/2023,Tuesday,OnePlus,6,69506.73,Arun Iyer,19,Delhi,Cash,5,OnePlus 8T
2164,6/15/2023,Thursday,OnePlus,7,43275.81,Vijay Malhotra,25,Delhi,Cash,5,OnePlus 9
2254,7/11/2023,Tuesday,OnePlus,6,59519.28,Anjali Varma,30,Delhi,Cash,5,OnePlus 8T
2323,7/31/2023,Monday,OnePlus,8,43648.74,Anita Dutta,35,Delhi,Debit Card,5,OnePlus Nord
2460,9/7/2023,Thursday,OnePlus,2,35956.08,Bhavana Yadav,27,Delhi,Cash,5,OnePlus 8T
2547,9/30/2023,Saturday,OnePlus,1,31146.16,Mala Srivastava,57,Delhi,UPI,5,OnePlus 9
2609,10/19/2023,Thursday,OnePlus,8,65095.49,Sumit Alva,23,Delhi,UPI,5,OnePlus 8T
2678,11/8/2023,Wednesday,OnePlus,6,67950.33,Rajesh Desai,58,Delhi,UPI,5,OnePlus 8T
2712,11/17/2023,Friday,OnePlus,8,56092.41,Priya Roy,21,Delhi,UPI,5,OnePlus 9
2722,11/21/2023,Tuesday,OnePlus,2,60484.99,Priya Prasad,52,Delhi,UPI,5,OnePlus 8T
2741,11/26/2023,Sunday,OnePlus,7,26024.32,Prashant Chatterjee,46,Delhi,Credit Card,5,OnePlus 8T
2867,1/2/2024,Tuesday,OnePlus,4,57643.64,Anand Arora,57,Delhi,Cash,5,OnePlus Nord
3043,2/23/2024,Friday,OnePlus,1,69422.47,Nikhil Ahuja,34,Delhi,Debit Card,5,OnePlus 8T
